Titre,Description,URL
Piratage massif aux États-Unis : le FBI recommande les messageries chiffrées,"Une vaste cyberattaque menée par des pirates chinois cible les infrastructures télécoms américaines, poussant le FBI à conseiller l’utilisation de messageries chiffrées. Une posture surprenante pour une agence qui milite souvent contre cette technologie.",https://www.journaldugeek.com/2024/12/07/piratage-massif-aux-etats-unis-le-fbi-recommande-les-messageries-chiffrees/
OpenAI s’allie à Anduril pour développer une IA militaire,"Comme de nombreux grands noms de l'IA, l'entreprise de Sam Altman continue sa percée dans ce domaine qu'elle s'engageait autrefois à rejeter.",https://www.journaldugeek.com/2024/12/06/openai-sallie-a-anduril-pour-developper-une-ia-militaire/
Razer X Interhaptics : cette société lilloise est en train de révolutionner le monde,"Dans les locaux d’Interhaptics à Lille, une équipe de passionnés redéfinit notre façon d’interagir avec la technologie. Portrait d’une success-story à la française qui dépasse le cadre du gaming.",https://www.presse-citron.net/razer-x-interhaptics-cette-societe-lilloise-est-en-train-de-revolutionner-le-monde/
Tesla et Rivian trouvent un accord après 4 ans de bataille juridique,Le conflit opposant les deux géants de la voiture électrique touche à sa fin. Tesla et Rivian ont annoncé un accord pour clore leur différend sur le présumé vol de technologie de batteries.,https://www.presse-citron.net/tesla-et-rivian-trouvent-un-accord-apres-4-ans-de-bataille-juridique/
1 000 km d’autonomie en voiture électrique : cette nouvelle technologie de batterie promet du lourd,"Les fabricants de batteries explorent plusieurs pistes pour ""l'après"" LFP (les batteries sans cobalt), en mettant l'accent notamment sur une meilleure densité énergétique et un poids plus contenu. Une récente étude révèle que les accumulateurs avec une anode …",https://www.frandroid.com/survoltes/voitures-electriques/2436246_1-000-km-dautonomie-en-voiture-electrique-cette-nouvelle-technologie-de-batterie-promet-du-lourd
Cette voiture électrique chinoise reprend la meilleure technologie du Cybertruck avec un volant révolutionnaire,"La Nio ET9, porte-étendard de la marque chinoise, continue de livrer ses secrets. Après avoir dévoilé sa charge ultra rapide ou sa suspension révolutionnaire, Nio vient de présenter son système de direction sans fil, baptisé ""steer-by-wire"", déjà présent sur …",https://www.frandroid.com/marques/nio/2434248_cette-voiture-electrique-chinoise-reprend-la-meilleure-technologie-du-cybertruck-avec-un-volant-revolutionnaire
Voiture électrique : le fournisseur de Tesla annonce l’arrivée de batteries beaucoup moins chères,"Les voitures électriques abordables ne sont peut-être plus un rêve lointain. CATL, le plus grand fabricant mondial de batteries et fournisseur privilégié de Tesla, annonce une innovation majeure dans le domaine des batteries sodium.",https://www.presse-citron.net/voiture-electrique-le-fournisseur-de-tesla-annonce-larrivee-de-batteries-beaucoup-moins-cheres/
"Les prochaines Apple Watch adopteraient enfin cette technologie, cinq ans après l’iPhone",Apple déciderait de passer enfin ses Apple Watch de la 4G à la 5G avec un nouveau modèle prévu pour intégrer ses montres connectées en 2025 L'Apple Watch,https://www.frandroid.com/marques/apple/2439396_les-prochaines-apple-watch-adopteraient-enfin-cette-technologie-cinq-ans-apres-liphone
Apple préparerait déjà la prochaine révolution pour les écrans de MacBook,"Après avoir lancé son premier iPad Pro avec écran OLED en 2024, Apple préparerait l’arrivée des premiers MacBook OLED. D’après une récente publication de Trendforce, les MacBook OLED arriveraient entre 2026 et 2027, mais Apple aurait déjà demandé à ses fourni…",https://www.presse-citron.net/apple-preparerait-deja-la-prochaine-revolution-pour-les-ecrans-de-macbook/
Un futur sans clics ni touches : cette IA redéfinit la façon dont on utilise les ordinateurs,"Dans un avenir proche, on pourra demander à une intelligence artificielle de réaliser des tâches sur notre PC, sans toucher aux claviers et à la souris. En s’appuyant sur une nouveauté d’Anthropic, la startup Hume AI donne un aperçu de ce qui sera possible.",https://www.presse-citron.net/un-futur-sans-clics-ni-touches-cette-ia-redefinit-la-facon-dont-on-utilise-les-ordinateurs/
Dossier : L'intelligence artificielle : une révolution technologique aux lourdes conséquences environnementales,L'intelligence artificielle consomme des quantités astronomiques d'électricité. Voici un panorama de l'impact environnemental actuel et prévisionnel de cette technologie.,https://www.lesnumeriques.com/intelligence-artificielle/l-intelligence-artificielle-une-revolution-technologique-aux-lourdes-consequences-environnementales-a230434.html
Samsung a déjà planché sur une batterie pliable pour ses futurs smartphones,"Un brevet Samsung décrit une batterie pliable qui permettrait d’optimiser la gestion de l’espace et l’autonomie des smartphones pliants. Mais pour le moment, rien ne garantit que Samsung va développer cette technologie.",https://www.presse-citron.net/samsung-a-deja-planche-sur-une-batterie-pliable-pour-ses-futurs-smartphones/
"Genre, âge, handicap… L’IA renforce-t-elle les inégalités au travail ?",L’accès aux formations à l’IA varie drastiquement selon les catégories de personnes. Et c’est un gros problème.,https://www.presse-citron.net/genre-age-handicap-lia-renforce-t-elle-les-inegalites-au-travail/
Et si la navigation quantique remplaçait nos bons vieux GPS ?,"Le GPS pourrait bien devenir un outil du passé. Face aux limites des satellites, notamment en cas de brouillage ou en milieu hostile, l’armée américaine mise sur la navigation quantique. Une technologie qui pourrait bientôt guider avions, navires… et peut-êtr…",https://www.journaldugeek.com/2024/12/14/et-si-la-navigation-quantique-remplacait-nos-bons-vieux-gps/
MAX OLED : des écrans OLED plus grands à moindre coût,"Applied Materials vient de lever le voile sur sa plateforme MAX OLED, qui pourrait bien changer la donne dans l’industrie des écrans. En simplifiant la fabrication et en abaissant les coûts, cette technologie pourrait étendre l’usage de l'OLED bien au-delà de…",https://www.journaldugeek.com/2024/11/30/max-oled-des-ecrans-oled-plus-grands-a-moindre-cout/
La police utilise un hologramme de la victime pour relancer un Cold Case,"Quinze ans après le meurtre brutal de Bernadett « Betty » Szabó dans le quartier rouge d’Amsterdam, la police néerlandaise mise sur une technologie inédite pour raviver les souvenirs des témoins. Un hologramme grandeur nature de la jeune Hongroise, tuée en 20…",https://www.journaldugeek.com/2024/11/26/la-police-utilise-un-hologramme-de-la-victime-pour-relancer-un-cold-case/
Actualité : Tencent se lance sur le marché des consoles PC portable avec une technologie inspirée par Nintendo,"Tencent vient de lever le voile sur la Sunday Dragon 3D One, développée en partenariat avec Intel. Comme la 3DS avant elle, cette ""console-portable-PC-gamer"" serait capable de donner l'illusion de la 3D sans aucun besoin de lunettes adaptées.",https://www.lesnumeriques.com/console-de-jeu/tencent-se-lance-sur-le-marche-des-consoles-pc-portable-avec-une-technologie-inspiree-par-nintendo-n230218.html
Le Dolby Atmos a un nouveau rival,"L'entreprise britannique Audioscenic vient d’annoncer le développement d'Amphi Hi-D, une technologie de son spatial multicanal qui promet de transformer l'expérience audio des utilisateurs sans nécessiter de casque et qui compte bien rivaliser avec l’omniprés…",https://www.frandroid.com/produits-android/audio/2438208_le-dolby-atmos-a-un-nouveau-rival
Un capot qui a du ressort : Volkswagen booste la sécurité des piétons,"La sécurité des piétons reste une priorité pour les constructeurs automobiles. Volkswagen a dévoilé un système de « capot actif » sur l’ID.7, une nouveauté pour réduire les blessures lors d’un éventuel impact avec un piéton.",https://www.journaldugeek.com/2024/11/23/un-capot-qui-a-du-ressort-volkswagen-booste-la-securite-des-pietons/
Apple préparerait une version “LLM” de Siri pour 2026 : qu’est-ce que ça change ?,"Siri préparerait une version améliorée de Siri, qui serait plus proche de ChatGPT et de Gemini. La marque à la pomme pourrait présenter cette nouveauté en 2025, puis lancer celle-ci au printemps 2026.",https://www.presse-citron.net/apple-preparerait-une-version-llm-de-siri-pour-2026-quest-ce-que-ca-change/
Google révolutionne l’informatique quantique avec sa puce Willow,"Google vient de franchir une étape historique dans l'informatique quantique avec sa nouvelle puce Willow, qui représente une avancée majeure dans deux domaines critiques.",https://www.journaldugeek.com/2024/12/12/google-revolutionne-linformatique-quantique-avec-sa-puce-willow/
Volkswagen veut améliorer la sécurité des piétons avec cette idée atypique pour ses voitures,"La sécurité des piétons reste une priorité pour les constructeurs automobiles. Volkswagen a dévoilé un système de « capot actif » sur l’ID.7, une nouveauté pour réduire les blessures lors d’un éventuel impact avec un piéton.",https://www.journaldugeek.com/2024/11/25/volkswagen-veut-ameliorer-la-securite-des-pietons-avec-cette-idee-atypique-pour-ses-voitures/
ECOVACS : faites des économies XXL sur un aspirateur robot tout-en-un pour le Black Friday,"Pendant seulement quelques jours, les meilleurs produits ECOVACS voient leurs prix dégringoler. Profitez du Black Friday avant qu’il ne soit trop tard !",https://www.journaldugeek.com/2024/11/18/ecovacs-faites-des-economies-xxl-sur-un-aspirateur-robot-tout-en-un-pour-le-black-friday/
"Le prix des brosses à dents sonique de Oclean est en forte baisse, attention stock limité !",Révolutionnez votre hygiène dentaire avec les brosses à dents électriques Oclean à prix canon pour Black Friday !,https://www.journaldugeek.com/bon-plan/le-prix-des-brosses-a-dents-sonique-de-oclean-est-en-forte-baisse-attention-stock-limite/
The Premiere de Samsung devient le premier projecteur certifié 8K,"The Premiere 8K, que Samsung présentait pour la première fois au CES 2024, vient d'obtenir la certification 8KA de la part de l'association du même nom.",https://www.journaldugeek.com/2024/12/17/the-premiere-samsung-devient-premier-projecteur-certifie-8k/
"Offrez-vous l’aspirateur robot de vos rêves, ECOVACS sacrifie ses prix pour Black Friday",C’est le moment de vous faire plaisir avec un aspirateur robot et de gagner du temps et de l’énergie au quotidien. Voici les meilleures offres ECOVACS pendant le Black Friday.,https://www.presse-citron.net/offrez-vous-laspirateur-robot-de-vos-reves-ecovacs-sacrifie-ses-prix-pour-black-friday/
Fugatto - L'IA qui transforme n'importe quel son à la demande,"Les magiciens de chez NVIDIA viennent de dévoiler une technologie qui va faire trembler le monde de l’audio. Son petit nom ? Fugatto, un modèle d’intelligence artificielle qui transforme littéralement n’importe quel son sur simple demande textuelle.
Cette IA …",https://korben.info/fugatto-ia-nvidia-transformation-son-audio.html
Neuralink veut révolutionner la santé avec des bras robotisés contrôlés par la pensée,"Neuralink, l’entreprise de neurotechnologie d’Elon Musk, lance une nouvelle phase d’expérimentation prometteuse.",https://www.presse-citron.net/neuralink-veut-revolutionner-la-sante-avec-des-bras-robotises-controles-par-la-pensee/
"Tout savoir sur “Gauss2”, la nouvelle IA développée par Samsung","Samsung vient de présenter Gauss2, une nouvelle version de son concurrent de ChatGPT. Celui-ci est déjà utilisé en interne pour augmenter la productivité de Samsung, et la marque coréenne a toujours l’intention de proposer cette technologie à ses clients. Par…",https://www.presse-citron.net/tout-savoir-sur-gauss2-la-nouvelle-ia-developpee-par-samsung/
Apple aurait franchi un pas de plus vers l’iPhone pliable,Apple aurait débuté le “processus de développement officiel” de son futur iPhone pliable.,https://www.presse-citron.net/apple-aurait-franchi-un-pas-de-plus-vers-liphone-pliable/
"En 2010 il fallait payer 10 000 Bitcoins pour une pizza, il vient maintenant de dépasser les 100 000 dollars",Le Bitcoin vient de franchir un cap historique en dépassant les 100 000 dollars. Un moment symbolique qui nous rappelle le chemin parcouru depuis la première transaction « réelle » en Bitcoin : l’achat de deux pizzas pour 10 000 BTC en 2010.,https://www.presse-citron.net/en-2010-il-fallait-payer-10-000-bitcoins-pour-une-pizza-il-vient-maintenant-de-depasser-les-100-000-dollars/
Cyclone Chido à Mayotte : la technologie spatiale du Cnes au service des secours,"Le Centre national d’études spatiales a activé ce lundi 16 décembre le Copernicus Emergency Management Service, dispositif permettant de mobiliser les images satellites pour l’aide humanitaire sur l’archipel dévasté.",https://www.liberation.fr/environnement/climat/cyclone-chido-a-mayotte-la-technologie-spatiale-du-cnes-au-service-des-secours-20241216_J6UD5D6QWFEUHCSOK5LSNRM66M/
Voici pourquoi vous prenez un risque quand vous échangez un texto RCS entre iPhone et Android,"Dans un communiqué, Samsung se réjouit de l’adoption du protocole RCS par l’iPhone, mais il rappelle que le chiffrement qui sécurise les discussions n’est disponible que pour les textos entre smartphones Android.",https://www.presse-citron.net/voici-pourquoi-vous-prenez-un-risque-quand-vous-echangez-un-texto-rcs-entre-iphone-et-android/
Actualité : Shoei et Eyelights présentent un casque moto qui va révolutionner la sécurité,"Shoei a profité de l’EICMA 2024 pour présenter le fruit de son partenariat avec Eyelights, une entreprise française spécialisé dans l’affichage tête haute pour moto.",https://www.lesnumeriques.com/accessoire-moto/shoei-et-eyelights-presentent-un-casque-moto-qui-va-revolutionner-la-securite-n229114.html
Actualité : iPhone 17 Pro et Pro Max : Apple aurait du nouveau pour l’écran,"L’écran des iPhone 17 Pro et 17 Pro Max vient de faire parler de lui. D’après une récente rumeur, Apple opterait pour une nouvelle technologie de dalle aux multiples avantages, notamment du côté de la consommation énergétique.",https://www.lesnumeriques.com/telephone-portable/iphone-17-pro-et-pro-max-apple-aurait-du-nouveau-pour-l-ecran-n230451.html
"Actualité : Charge SuperSonic, capacité accrue : Realme veut redéfinir l’avenir des batteries de smartphones","Les utilisateurs de smartphones chinois bénéficient souvent d'innovations étonnantes que leurs concurrents tardent à intégrer. Entre charge ultra-rapide et batteries de grande capacité, certains constructeurs comme Realme tentent de repousser les limites de l…",https://www.lesnumeriques.com/telephone-portable/charge-supersonic-capacite-accrue-realme-veut-redefinir-l-avenir-des-batteries-de-smartphones-n230333.html
"Dans le rush du Black Friday, Amazon oublie sa marge sur cette TV 4K Philips 55″ ","Vous souhaitez vous équiper d'une nouvelle TV, mais vous n'avez pas un gros budget à y consacrer ? Amazon propose justement une remise CHOC sur ce téléviseur 4K Philips de 50 pouces, qui passe à un prix on ne peut plus abordable.",https://www.journaldugeek.com/bon-plan/dans-le-rush-du-black-friday-amazon-oublie-sa-marge-sur-cette-tv-4k-philips-55/
Live de Noël : à vous l’aspirateur de vos rêves ECOVACS !,"À l’occasion de notre Live spécial Noël, on a décidé de vous offrir de quoi vous simplifier le quotidien avec ECOVACS.",https://www.journaldugeek.com/2024/12/12/live-de-noel-a-vous-laspirateur-de-vos-reves-ecovacs/
"À J-12 de Noël, ce téléviseur Philips 4K Ambilight de 65″ est proposé à un prix vraiment avantageux","Grâce à une généreuse remise concédée par Amazon, la TV 4K Philips PUS8109 de 65 pouces avec Ambilight devient bien plus avantageuse. C'est l'occasion rêvée de s'offrir un nouveau téléviseur, ou de faire plaisir à vos proches pour Noël.",https://www.journaldugeek.com/bon-plan/a-j-12-de-noel-ce-televiseur-philips-4k-ambilight-de-65-est-propose-a-un-prix-vraiment-avantageux/
Les passkeys - La meilleure méthode de connexion (sans mot de passe),"Adieu les mots de passe compliqués à retenir, bonjour les passkeys ! Cette technologie nouvelle est en train de modifier radicalement la façon dont nous nous connectons à nos comptes en ligne. Alors que la gestion des mots de passe devient de plus en plus con…",https://korben.info/passkeys-nouvelle-methode-connexion-sans-mot-de-passe.html
“Make games great again” : Elon Musk veut lancer son propre studio de jeux vidéo,"Elon Musk annonce la création d’un studio de jeux vidéo qui s’appuiera sur l’intelligence artificielle au sein de son laboratoire d’IA xAI. Lancé en 2023, xAI est un concurrent d’OpenAI qui a déjà développé une technologie baptisée Grok pour rivaliser avec ce…",https://www.presse-citron.net/make-games-great-again-elon-musk-veut-lancer-son-propre-studio-de-jeux-video/
Black Friday Samsung : cet écran PC gaming Odyssey OLED est à -40% sur Amazon ,"L'écran PC Gaming Odyssey OLED G6 est vraiment le must pour jouer. Pour le Black Friday, Amazon lui applique une remise ultra généreuse de -40%. Il faut cependant vous dépêcher car le stock est déjà presque épuisé.",https://www.journaldugeek.com/bon-plan/black-friday-samsung-cet-ecran-pc-gaming-odyssey-oled-est-a-40-sur-amazon/
Pourquoi Free vient d’être condamné pour publicité trompeuse ?,L’opérateur fait les frais de poursuites datant de 2021.,https://www.presse-citron.net/pourquoi-free-vient-detre-condamne-pour-publicite-trompeuse/
"En 2010 il fallait payer 10 000 BTC pour une pizza, le Bitcoin vient maintenant de dépasser les 100 000 dollars",Le Bitcoin vient de franchir un cap historique en dépassant les 100 000 dollars. Un moment symbolique qui nous rappelle le chemin parcouru depuis la première transaction « réelle » en Bitcoin : l’achat de deux pizzas pour 10 000 BTC en 2010.,https://www.presse-citron.net/en-2010-il-fallait-payer-10-000-btc-pour-une-pizza-le-bitcoin-vient-maintenant-de-depasser-les-100-000-dollars/
Galaxy S25 : Samsung prendrait enfin en charge la norme sans fil Qi2,"La future série Samsung Galaxy S25 s'annonce plus intéressante que prévu. Selon le leaker réputé Ice Universe, ces smartphones pourraient intégrer la technologie de charge sans fil Qi2, marquant potentiellement un tournant majeur pour l'écosystème Android.",https://www.frandroid.com/marques/samsung/2436242_galaxy-s25-samsung-prendrait-enfin-en-charge-la-norme-sans-fil-qi2
nubia Z70 Ultra : le nouveau flagship killer ?,"Le monde des smartphones est en constante évolution, mais rares sont les appareils qui parviennent véritablement à redéfinir les standards de l'industrie. Pourtant le nubia Z70 Ultra semble bien parti pour faire parler de lui dans les prochaines semaines.",https://www.journaldugeek.com/2024/11/25/nubia-z70-ultra-le-nouveau-flagship-killer/
Black Friday : les meilleurs aspirateurs Roborock sont remisés jusqu’à 400€,"Pour faire briller votre logement de mille feux, Roborock dévoile des offres exceptionnelles pendant le Black Friday. On fait le point.",https://www.journaldugeek.com/2024/11/18/black-friday-les-meilleurs-aspirateurs-roborock-sont-remises-jusqua-400e/
Android 16 intègre enfin le partage audio par Bluetooth Auracast,"La dernière version d'Android, actuellement en phase de développement, apporte une fonctionnalité attendue : le partage audio multiple via la technologie Auracast. Cette dernière permet de diffuser simultanément du contenu audio vers plusieurs appareils Bluet…",https://www.frandroid.com/produits-android/audio/2412320_android-16-integre-enfin-le-partage-audio-par-bluetooth-auracast
« Une requête sur ChatGPT demande 10 fois plus d’énergie qu’une recherche sur Google » : l’impact énergétique de l’IA au cœur des débats,"Véritable révolution industrielle et technologie, l'essor de l'intelligence artificielle soulève des questions en termes d’impact environnemental. Un congrès à Paris, organisé par l'Agence internationale de l'énergie, réunit industriels et politiques pour exp…",https://www.frandroid.com/culture-tech/intelligence-artificielle/2431404_une-requete-sur-chatgpt-demande-10-fois-plus-denergie-quune-recherche-sur-google-limpact-energetique-de-lia-au-coeur-des-debats
Le rétrogaming à l’honneur avec cette console de poche Anbernic RG35XXSP à petit prix pour la Black Friday Week,"L'Anbernic RG35XXSP est une console rétro qui n'est pas sans rappeler une certaine Game Boy Advance SP, permettant de jouer à d'anciens jeux avec la technologie moderne et surtout un prix inférieur à 50 euros.",https://www.frandroid.com/bons-plans/2419836_le-retrogaming-a-lhonneur-avec-cette-console-de-poche-anbernic-rg35xxsp-a-petit-prix-pour-la-black-friday-week
"Cyber Monday : la manette PS5 DualSense de nouveau à son plus bas prix, mais uniquement aujourd’hui ","La manette sans-fil DualSense pour PS5 est victime des promos folles de Cyber Monday. Rakuten n'hésite pas à casser son prix, si bien qu'il tombe à un niveau encore jamais vu auparavant.",https://www.journaldugeek.com/bon-plan/cyber-monday-la-manette-ps5-dualsense-de-nouveau-a-son-plus-bas-prix-mais-uniquement-aujourdhui/
Une batterie au diamant qui pourrait durer des millénaires,"Et si vos appareils fonctionnaient pendant des milliers d’années sans recharge ? C’est l’idée derrière la batterie au diamant de carbone-14, développée par des chercheurs anglais. Leur concept pourrait transformer complètement la façon dont nous utilisons l’é…",https://www.journaldugeek.com/2024/12/16/une-batterie-au-diamant-qui-pourrait-durer-des-millenaires/
Manifestation chez les comédiens de doublage : la VF menacée par l’IA ?,Les comédiens de doublage se rassemblent pour interpeller les politiques et sensibiliser le public à l'utilisation de l'intelligence artificielle dans le milieu de la voix. Ils appellent l'État à réguler cette technologie.,https://www.frandroid.com/culture-tech/2428132_manifestation-chez-les-comediens-de-doublage-la-vf-menacee-par-lia
Comment Mercedes pourrait augmenter l’autonomie de ses voitures électriques de 20 000 km par an « gratuitement »,"Le constructeur allemand Mercedes vient de dévoiler une technologie surprenante, prenant la forme d’une peinture solaire. Appliquée sur une voiture électrique, elle permettrait de parcourir jusqu’à 20 000 kilomètres par an sans se recharger.",https://www.frandroid.com/marques/2430708_comment-mercedes-pourrait-augmenter-lautonomie-de-ses-voitures-electriques-de-20-000-km-par-an-gratuitement
"« 299 » : en une phrase, PlayStation a révolutionné le jeu vidéo","La Sony PlayStation fête ses 30 ans au Japon, le pays qui a vu naitre la console de jeu. Un prix cassé, une nouvelle technologie et un nouveau public cible ont permis à Sony de s'imposer face à Nintendo.",https://www.frandroid.com/marques/sony/2428106_299-en-une-phrase-playstation-a-revolutionne-le-jeu-video
Nintendo lance de nouveaux écouteurs sans fil aux couleurs de Tetris,"Nintendo surprend une fois de plus ses fans avec le lancement d'écouteurs sans fil inspirés de l'univers Tetris. Ce nouveau produit, développé en partenariat avec OTL Technologies, marie habilement nostalgie vidéoludique et technologie audio moderne.",https://www.frandroid.com/marques/nintendo/2440044_nintendo-lance-de-nouveaux-ecouteurs-sans-fil-aux-couleurs-de-tetris
Philips 55OLED759 : ce téléviseur 4K avec de la lumière dynamique est à -40 % pour la Black Friday Week,"Pour la Black Friday Week chez Carrefour, vous retrouvez le Philips 55OLED759, un TV 4K équipé de la technologie Ambilight en promo à 999 euros au lieu de 1 599 euros.",https://www.frandroid.com/bons-plans/2416766_philips-55oled759-ce-televiseur-4k-avec-de-la-lumiere-dynamique-est-a-40-pour-la-black-friday-week
INMO AIR 3 : ces lunettes de réalité augmentée sont révolutionnaires,La firme chinoise INMO vient de présenter les premières lunettes AR autonomes au monde dotées de nouveaux écrans micro-OLED Sony en couleur.,https://www.journaldugeek.com/2024/12/02/inmo-air-3-ces-lunettes-de-realite-augmentee-sont-revolutionnaires/
Black Friday : 6 pépites à ne pas manquer chez Boulanger ,"Le Black Friday 2024 bat son plein, offrant une multitude d'opportunités pour réaliser des économies substantielles sur vos achats. Cette année, l'événement a officiellement débuté aujourd'hui, le vendredi 29 novembre, mais de nombreux commerçants ont lancé l…",https://www.journaldugeek.com/bon-plan/black-friday-6-pepites-a-ne-pas-manquer-chez-boulanger-🤌/
Actualité : CES 2025 – Dell veut révolutionner le refroidissement des PC portables,"Dell devrait présenter au CES un nouveau système de refroidissement sans ventilateur pour ses PC portables. Contrairement au AirJet de Frore System, le système ne fait pas vibrer l’air, mais l’ionise pour le déplacer.",https://www.lesnumeriques.com/ordinateur-portable/ces-2025-dell-veut-revolutionner-le-refroidissement-des-pc-portables-n230865.html
L’IA peut-elle aider les juges à prendre de meilleures décisions ?,C’est tout l’objet d’une nouvelle étude menée à Harvard.,https://www.presse-citron.net/lia-peut-elle-aider-les-juges-a-prendre-de-meilleures-decisions/
"Qui est Mago, la startup d’IA qui veut révolutionner le monde de la vidéo ?",Sa promesse : styliser n’importe quel type de vidéo dans n’importe quelle esthétique.,https://www.presse-citron.net/qui-est-mago-la-startup-dia-qui-veut-revolutionner-le-monde-de-la-video/
"Actualité : Google dévoile Willow, sa nouvelle puce quantique","Ce lundi 9 décembre, Google a dévoilé Willow, sa nouvelle puce quantique capable d'effectuer en quelques minutes des opérations que certains des plus puissants ordinateurs pourraient mettre des milliards d'années à calculer.",https://www.lesnumeriques.com/quantique/google-devoile-willow-sa-nouvelle-puce-quantique-n230655.html
Comprendre l’informatique distribuée : la technologie qui fait tourner le web moderne,"À chaque clic ou à chaque recherche web, votre requête mobilise non pas un seul ordinateur, mais des dizaines, parfois des centaines de machines qui collaborent en temps réel. Cette approche, baptisée informatique distribuée, constitue le socle technologique …",https://www.clubic.com/actualite-545276-comprendre-l-informatique-distribuee-la-technologie-qui-fait-tourner-le-web-moderne.html
Top 3 des aspirateurs premium Dyson remisés pour Black Friday,"Pour le Black Friday, Dyson lève le voile sur des promotions exceptionnelles. Découvrez notre sélection des offres à saisir d’urgence.",https://www.presse-citron.net/top-3-des-aspirateurs-premium-dyson-remises-pour-black-friday/
Cette IA météo de Google écrase la concurrence : une révolution pour les prévisions,Une innovation impressionnante de la part de Google.,https://www.presse-citron.net/cette-ia-meteo-de-google-ecrase-la-concurrence-une-revolution-pour-les-previsions/
"AMD Radeon RX 8000 / RDNA 4 : puissance, technologie, prix, date de sortie… tout ce qu’on sait sur les prochaines cartes graphiques de AMD","AMD prépare son retour sur le marché des cartes graphiques en 2025 avec son architecture RDNA 4. On s'attend à de nombreuses nouveautés côté performance, ray tracing, mais aussi IA. Nous avons regroupé toutes les fuites et rumeurs les plus plausibles sur ces …",https://www.frandroid.com/marques/amd/2433076_amd-radeon-rx-8000-rdna-4-puissance-technologie-prix-date-de-sortie-tout-ce-quon-sait-sur-les-prochaines-cartes-graphiques-de-amd
Voitures électriques : Mercedes vient de présenter un système de freins éternels révolutionnaires,Mercedes-Benz révolutionne le système de freinage des voitures électriques avec une innovation majeure. Une avancée technologique pourrait marquer un tournant décisif dans l’industrie automobile.,https://www.presse-citron.net/voitures-electriques-mercedes-vient-de-presenter-un-systeme-de-freins-eternels-revolutionnaires/
